Names,SE,r2
Equation 1 - GLLS,213.130867235803,0.915324120128749
Equation 1 - Fminsearch,153.710954594548,0.955957024350648
Equation 2 - GLLS,82.4204710375238,0.988311061004147
Equation 2 - Fminsearch,79.0446433418745,0.989248976873443
